bname,ra,dec,btype,z,catalog
5BZQJ0550-5732,05 50 09.54,-57 32 24.28,fsrq,2.001,bzcat
5BZQJ0551-1909,05 51 55.26,-19 09 20.98,fsrq,0.73,bzcat
5BZQJ0554+6857,05 54 00.81,+68 57 54.39,fsrq,1.373,bzcat
5BZQJ0557+2413,05 57 04.71,+24 13 55.3,fsrq,3.228,bzcat
5BZQJ0558-1317,05 58 02.54,-13 17 41.2,fsrq,1.725,bzcat
5BZBJ0558-3838,05 58 06.1,-38 38 29.5,bllac,0.302,bzcat
5BZQJ0559-4529,05 59 11.55,-45 29 40.2,fsrq,0.687,bzcat
5BZQJ0559+5804,05 59 13.38,+58 04 03.39,fsrq,0.904,bzcat
5BZQJ0600-3937,06 00 31.38,-39 37 02.38,fsrq,1.661,bzcat
5BZQJ0601-7036,06 01 11.18,-70 36 08.78,fsrq,2.409,bzcat
5BZQJ0601+2324,06 01 47.35,+23 24 53.49,fsrq,0.274,bzcat
5BZQJ0601-2736,06 01 48.71,-27 36 21.99,fsrq,1.664,bzcat
5BZQJ0601-2004,06 01 52.83,-20 04 45.19,fsrq,1.216,bzcat
5BZQJ0603+1742,06 03 09.12,+17 42 16.81,fsrq,1.738,bzcat
5BZQJ0603-1716,06 03 57.72,-17 16 28.19,fsrq,2.711,bzcat
5BZQJ0604-4225,06 04 25.17,-42 25 30.1,fsrq,0.611,bzcat
5BZQJ0604+2429,06 04 55.12,+24 29 54.99,fsrq,1.133,bzcat
5BZQJ0606-0724,06 06 43.55,-07 24 30.2,fsrq,1.277,bzcat
5BZQJ0606-0024,06 06 57.42,-00 24 57.7,fsrq,1.028,bzcat
5BZBJ0607-2518,06 07 14.38,-25 18 59.5,bllac,0.275,bzcat
5BZQJ0607+6720,06 07 52.67,+67 20 55.39,fsrq,1.97,bzcat
5BZQJ0607-0834,06 07 59.7,-08 34 50.01,fsrq,0.87,bzcat
5BZUJ0608-1520,06 08 01.52,-15 20 36.99,uncertain,1.094,bzcat
5BZQJ0608-2220,06 08 59.69,-22 20 20.9,fsrq,1.926,bzcat
5BZQJ0609-0615,06 09 39.94,-06 15 05.79,fsrq,2.219,bzcat
5BZQJ0609-1542,06 09 40.95,-15 42 40.71,fsrq,0.324,bzcat
5BZQJ0610-6058,06 10 30.3,-60 58 38.09,fsrq,1.773,bzcat
5BZQJ0610-2301,06 10 38.79,-23 01 45.8,fsrq,2.854,bzcat
5BZQJ0612-4337,06 12 28.61,-43 37 48.39,fsrq,3.461,bzcat
5BZQJ0612-3138,06 12 29.65,-31 38 58.19,fsrq,0.873,bzcat
5BZBJ0613+7107,06 13 43.32,+71 07 26.68,bllac,0.267,bzcat
5BZQJ0613+1306,06 13 57.68,+13 06 45.39,fsrq,0.745,bzcat
5BZQJ0614-2536,06 14 17.21,-25 36 53.49,fsrq,2.15,bzcat
5BZQJ0614+6046,06 14 23.87,+60 46 21.79,fsrq,2.702,bzcat
5BZQJ0617-2200,06 17 02.04,-22 00 28.11,fsrq,2.316,bzcat
5BZQJ0617+7816,06 17 56.94,+78 16 07.39,fsrq,1.43,bzcat
5BZQJ0618+4620,06 18 08.22,+46 20 16.0,fsrq,0.607,bzcat
5BZQJ0618-7843,06 18 30.09,-78 43 02.2,fsrq,0.942,bzcat
5BZBJ0621-3411,06 21 49.68,-34 11 49.41,bllac,0.529,bzcat
5BZQJ0622-1927,06 22 28.54,-19 27 18.21,fsrq,2.19,bzcat
5BZUJ0622+3326,06 22 52.21,+33 26 10.39,uncertain,1.062,bzcat
5BZQJ0623-6436,06 23 07.68,-64 36 20.8,fsrq,0.129,bzcat
5BZQJ0623-4413,06 23 31.79,-44 13 02.49,fsrq,0.688,bzcat
5BZQJ0624+3856,06 24 19.01,+38 56 48.69,fsrq,3.469,bzcat
5BZBJ0624-3230,06 24 45.05,-32 30 55.29,bllac,0.252,bzcat
5BZQJ0625-5438,06 25 52.21,-54 38 51.0,fsrq,2.051,bzcat
5BZQJ0630-1323,06 30 53.89,-13 23 34.51,fsrq,1.021,bzcat
5BZQJ0631-4154,06 31 11.99,-41 54 26.89,fsrq,1.416,bzcat
5BZQJ0631-1410,06 31 20.22,-14 10 31.79,fsrq,1.017,bzcat
5BZQJ0631+5311,06 31 34.72,+53 11 27.6,fsrq,2.204,bzcat
5BZQJ0632-5404,06 32 01.15,-54 04 57.5,fsrq,0.193,bzcat
5BZQJ0632-2614,06 32 06.52,-26 14 12.8,fsrq,0.717,bzcat
5BZQJ0632+3200,06 32 30.77,+32 00 53.6,fsrq,1.831,bzcat
5BZQJ0633-2223,06 33 26.76,-22 23 22.7,fsrq,1.508,bzcat
5BZQJ0635-7516,06 35 46.5,-75 16 16.78,fsrq,0.653,bzcat
5BZQJ0636-2113,06 36 00.59,-21 13 12.21,fsrq,1.883,bzcat
5BZQJ0639+7324,06 39 21.95,+73 24 57.99,fsrq,1.85,bzcat
5BZQJ0642+6758,06 42 04.26,+67 58 35.61,fsrq,3.18,bzcat
5BZQJ0642-6150,06 42 46.99,-61 50 08.69,fsrq,1.223,bzcat
5BZQJ0644-3459,06 44 25.27,-34 59 41.89,fsrq,2.165,bzcat
5BZQJ0644+3914,06 44 53.7,+39 14 47.5,fsrq,1.266,bzcat
5BZUJ0645+6024,06 45 01.56,+60 24 45.0,uncertain,0.832,bzcat
5BZQJ0646-3903,06 46 30.91,-39 03 39.09,fsrq,0.681,bzcat
5BZQJ0646+4451,06 46 32.03,+44 51 16.59,fsrq,3.396,bzcat
5BZQJ0648-4347,06 48 13.42,-43 47 15.61,fsrq,1.029,bzcat
5BZQJ0648-3044,06 48 14.1,-30 44 19.71,fsrq,1.153,bzcat
5BZQJ0648-1744,06 48 28.49,-17 44 05.49,fsrq,1.232,bzcat
5BZQJ0649-5920,06 49 28.61,-59 20 28.6,fsrq,2.272,bzcat
5BZQJ0650+6001,06 50 31.25,+60 01 44.61,fsrq,0.455,bzcat
5BZQJ0650+5616,06 50 48.15,+56 16 34.49,fsrq,1.427,bzcat
5BZQJ0653+3705,06 53 58.27,+37 05 40.59,fsrq,1.982,bzcat
5BZQJ0654+5042,06 54 22.08,+50 42 23.9,fsrq,1.253,bzcat
5BZQJ0656-0323,06 56 11.11,-03 23 06.79,fsrq,0.634,bzcat
5BZBJ0656-2403,06 56 22.67,-24 03 19.51,bllac,0.371,bzcat
5BZQJ0657+2423,06 57 05.68,+24 23 55.39,fsrq,1.925,bzcat
5BZUJ0658-5840,06 58 13.78,-58 40 27.58,uncertain,0.421,bzcat
5BZQJ0659-2745,06 59 49.87,-27 45 18.79,fsrq,1.727,bzcat
5BZQJ0701-4634,07 01 34.55,-46 34 36.58,fsrq,0.822,bzcat
5BZQJ0702+8549,07 02 32.71,+85 49 52.28,fsrq,1.059,bzcat
5BZQJ0710+4220,07 10 44.33,+42 20 54.99,fsrq,1.163,bzcat
5BZUJ0713+4349,07 13 38.16,+43 49 17.0,uncertain,0.518,bzcat
5BZQJ0713+1935,07 13 55.67,+19 35 00.38,fsrq,0.54,bzcat
5BZQJ0714+3534,07 14 24.82,+35 34 39.79,fsrq,1.62,bzcat
5BZQJ0717+4538,07 17 51.84,+45 38 03.3,fsrq,0.94,bzcat
5BZQJ0719-6218,07 19 04.46,-62 18 02.41,fsrq,1.247,bzcat
5BZQJ0719+3307,07 19 19.42,+33 07 09.69,fsrq,0.779,bzcat
5BZQJ0721+0406,07 21 23.9,+04 06 44.2,fsrq,0.665,bzcat
5BZQJ0722+3722,07 22 01.25,+37 22 28.59,fsrq,1.63,bzcat
5BZQJ0723+2859,07 23 54.83,+28 59 29.9,fsrq,0.966,bzcat
5BZQJ0724-0715,07 24 17.28,-07 15 20.41,fsrq,0.28,bzcat
5BZQJ0725+1425,07 25 16.8,+14 25 13.69,fsrq,1.038,bzcat
5BZUJ0725-0054,07 25 50.64,-00 54 56.48,uncertain,0.128,bzcat
5BZQJ0726+2153,07 26 14.26,+21 53 20.11,fsrq,1.857,bzcat
5BZQJ0726-4728,07 26 26.23,-47 28 53.39,fsrq,1.686,bzcat
5BZQJ0726+0636,07 26 36.35,+06 36 42.91,fsrq,1.95,bzcat
5BZUJ0727+4844,07 27 03.1,+48 44 10.1,uncertain,2.46,bzcat
5BZQJ0728-4745,07 28 23.51,-47 45 16.99,fsrq,2.282,bzcat
5BZQJ0728+5701,07 28 49.62,+57 01 24.38,fsrq,0.426,bzcat
5BZUJ0729-1320,07 29 17.82,-13 20 02.29,uncertain,0.344,bzcat
5BZQJ0730-1141,07 30 19.11,-11 41 12.58,fsrq,1.589,bzcat
5BZBJ0730+3307,07 30 26.05,+33 07 22.9,uncertain,0.112,bzcat
5BZUJ0730-3208,07 30 38.29,-32 08 20.18,uncertain,0.516,bzcat
5BZQJ0730+4049,07 30 51.34,+40 49 50.59,fsrq,2.501,bzcat
5BZQJ0731+2451,07 31 33.74,+24 51 58.6,fsrq,1.089,bzcat
5BZQJ0732+2548,07 32 56.28,+25 48 38.69,fsrq,1.443,bzcat
5BZBJ0733+3515,07 33 29.56,+35 15 42.8,uncertain,0.177,bzcat
5BZQJ0733+5022,07 33 52.51,+50 22 09.08,fsrq,0.72,bzcat
5BZQJ0733+0456,07 33 57.45,+04 56 14.38,fsrq,3.01,bzcat
5BZQJ0735+4750,07 35 02.3,+47 50 08.41,fsrq,0.782,bzcat
5BZQJ0735+7115,07 35 02.34,+71 15 06.01,fsrq,0.795,bzcat
5BZQJ0736+2604,07 36 58.07,+26 04 49.9,fsrq,0.997,bzcat
5BZBJ0738+1742,07 38 07.38,+17 42 19.0,bllac,0.424,bzcat
5BZQJ0738-6735,07 38 56.5,-67 35 50.78,fsrq,1.663,bzcat
5BZQJ0739+0137,07 39 18.03,+01 37 04.58,fsrq,0.189,bzcat
5BZQJ0740+2852,07 40 33.54,+28 52 47.31,fsrq,0.711,bzcat
5BZQJ0741+3112,07 41 10.69,+31 12 00.21,fsrq,0.631,bzcat
5BZQJ0741+2557,07 41 29.74,+25 57 32.29,fsrq,2.754,bzcat
5BZQJ0741-4709,07 41 45.24,-47 09 25.99,fsrq,0.765,bzcat
5BZQJ0742+4900,07 42 02.75,+49 00 15.58,fsrq,2.312,bzcat
5BZQJ0742+3944,07 42 37.38,+39 44 35.7,fsrq,2.205,bzcat
5BZUJ0742+5444,07 42 39.78,+54 44 24.68,uncertain,0.723,bzcat
5BZBJ0742+3018,07 42 42.91,+30 18 35.99,bllac,0.495,bzcat
5BZQJ0743-5619,07 43 20.47,-56 19 32.98,fsrq,2.319,bzcat
5BZQJ0743-6726,07 43 31.61,-67 26 25.51,fsrq,1.512,bzcat
5BZQJ0743+2328,07 43 44.97,+23 28 38.99,fsrq,0.776,bzcat
5BZBJ0744+7433,07 44 05.35,+74 33 58.21,bllac,0.314,bzcat
5BZQJ0744+2920,07 44 51.36,+29 20 06.1,fsrq,1.18,bzcat
5BZQJ0745+1011,07 45 33.06,+10 11 12.69,fsrq,2.624,bzcat
5BZQJ0745-0044,07 45 54.07,-00 44 17.48,fsrq,0.994,bzcat
5BZQJ0746-5618,07 46 58.21,-56 18 33.51,fsrq,1.14,bzcat
5BZQJ0747-6744,07 47 04.99,-67 44 40.3,fsrq,1.025,bzcat
5BZQJ0748-5258,07 48 12.66,-52 58 31.79,fsrq,1.802,bzcat
5BZQJ0748+2400,07 48 36.11,+24 00 24.08,fsrq,0.409,bzcat
5BZQJ0749+4510,07 49 06.49,+45 10 33.81,fsrq,0.192,bzcat
5BZQJ0749+7420,07 49 22.45,+74 20 41.6,fsrq,1.629,bzcat
5BZBJ0749+7451,07 49 29.57,+74 51 44.78,bllac,0.607,bzcat
5BZQJ0750+1823,07 50 00.33,+18 23 11.4,fsrq,1.161,bzcat
5BZQJ0750+4814,07 50 20.44,+48 14 53.59,fsrq,1.957,bzcat
5BZQJ0750+1021,07 50 32.88,+10 21 26.71,fsrq,1.117,bzcat
5BZQJ0750+1231,07 50 52.04,+12 31 04.8,fsrq,0.889,bzcat
5BZQJ0750-6726,07 50 59.54,-67 26 22.59,fsrq,1.237,bzcat
5BZQJ0751-0046,07 51 10.2,-00 46 51.09,fsrq,2.101,bzcat
5BZQJ0751+3313,07 51 53.66,+33 13 19.81,fsrq,1.938,bzcat
5BZQJ0752+3730,07 52 40.91,+37 30 24.29,fsrq,0.44,bzcat
5BZQJ0756-1542,07 56 50.7,-15 42 05.39,fsrq,1.42,bzcat
5BZBJ0757+0956,07 57 06.64,+09 56 34.9,bllac,0.266,bzcat
5BZQJ0800+5010,08 00 36.0,+50 10 44.4,fsrq,1.613,bzcat
5BZQJ0802+1809,08 02 48.04,+18 09 48.99,fsrq,1.586,bzcat
5BZUJ0804-1712,08 04 33.7,-17 12 04.21,uncertain,1.043,bzcat
5BZQJ0805+6144,08 05 18.14,+61 44 24.0,fsrq,3.033,bzcat
5BZBJ0805+7534,08 05 26.63,+75 34 24.99,bllac,0.121,bzcat
5BZBJ0806+1330,08 06 15.3,+13 30 20.01,bllac,0.504,bzcat
5BZQJ0806+4504,08 06 33.47,+45 04 32.41,fsrq,2.102,bzcat
5BZQJ0807+5117,08 07 01.0,+51 17 38.68,fsrq,1.136,bzcat
5BZQJ0808+4752,08 08 14.7,+47 52 44.68,fsrq,0.545,bzcat
5BZQJ0808-0751,08 08 15.54,-07 51 09.9,fsrq,1.837,bzcat
5BZQJ0808+7315,08 08 16.37,+73 15 12.2,fsrq,0.496,bzcat
5BZQJ0808+4950,08 08 39.65,+49 50 36.99,fsrq,1.432,bzcat
5BZQJ0809+5341,08 09 41.71,+53 41 25.11,fsrq,2.133,bzcat
5BZBJ0809+5218,08 09 49.19,+52 18 58.39,bllac,0.138,bzcat
5BZQJ0811+5714,08 11 00.6,+57 14 12.51,fsrq,0.611,bzcat
5BZQJ0811+4533,08 11 08.76,+45 33 48.81,fsrq,1.017,bzcat
5BZBJ0811+0146,08 11 26.71,+01 46 52.28,bllac,1.148,bzcat
5BZQJ0811+4831,08 11 37.21,+48 31 33.99,fsrq,0.703,bzcat
5BZQJ0812-1810,08 12 28.51,-18 10 42.81,fsrq,2.973,bzcat
5BZQJ0815+3635,08 15 25.93,+36 35 15.21,fsrq,1.028,bzcat
5BZBJ0819+4037,08 19 25.9,+40 37 44.0,bllac,0.389,bzcat
5BZBJ0819+1429,08 19 31.59,+14 29 37.6,bllac,0.494,bzcat
5BZQJ0821-0323,08 21 40.03,-03 23 12.69,fsrq,2.352,bzcat
5BZQJ0821+5031,08 21 53.81,+50 31 20.89,fsrq,2.133,bzcat
5BZQJ0822+4041,08 22 57.54,+40 41 49.81,fsrq,0.866,bzcat
5BZQJ0823+2928,08 23 41.05,+29 28 28.19,fsrq,2.368,bzcat
5BZQJ0824+5552,08 24 47.23,+55 52 42.88,fsrq,1.417,bzcat
5BZQJ0824-1527,08 24 51.61,-15 27 45.89,fsrq,1.289,bzcat
5BZQJ0825+1332,08 25 11.93,+13 32 32.78,fsrq,1.143,bzcat
5BZQJ0825+6157,08 25 38.62,+61 57 28.69,fsrq,0.542,bzcat
5BZQJ0825+2704,08 25 47.39,+27 04 22.11,fsrq,0.693,bzcat
5BZBJ0825+0309,08 25 50.34,+03 09 24.4,bllac,0.506,bzcat
5BZBJ0826-2230,08 26 01.57,-22 30 27.21,bllac,0.91,bzcat
5BZQJ0827+3525,08 27 38.59,+35 25 05.19,fsrq,2.25,bzcat
5BZQJ0830-0636,08 30 49.74,-06 36 20.01,fsrq,1.73,bzcat
5BZQJ0831-2228,08 31 09.14,-22 28 26.79,fsrq,1.599,bzcat
5BZQJ0831+0847,08 31 55.08,+08 47 43.58,fsrq,0.941,bzcat
5BZBJ0832+3300,08 32 51.46,+33 00 11.01,bllac,0.672,bzcat
5BZQJ0833+0350,08 33 18.93,+03 50 32.49,fsrq,0.903,bzcat
5BZQJ0833-7305,08 33 43.14,-73 05 26.19,fsrq,1.989,bzcat
5BZQJ0834+6019,08 34 17.54,+60 19 47.09,fsrq,0.72,bzcat
5BZQJ0834-2241,08 34 44.17,-22 41 12.8,fsrq,1.064,bzcat
5BZQJ0835+6835,08 35 47.63,+68 35 12.01,fsrq,1.414,bzcat
5BZQJ0836+0053,08 36 15.81,+00 53 00.49,fsrq,1.826,bzcat
5BZQJ0836+2728,08 36 22.88,+27 28 52.6,fsrq,0.765,bzcat
5BZQJ0836-2016,08 36 39.2,-20 16 59.59,fsrq,2.752,bzcat
5BZQJ0836-2233,08 36 50.76,-22 33 10.11,fsrq,0.837,bzcat
5BZQJ0837+5825,08 37 22.42,+58 25 02.31,fsrq,2.101,bzcat
5BZQJ0837+2454,08 37 40.24,+24 54 22.89,fsrq,1.122,bzcat
5BZQJ0839+5112,08 39 46.2,+51 12 02.8,fsrq,4.403,bzcat
5BZQJ0839+0104,08 39 49.61,+01 04 26.9,fsrq,1.123,bzcat
5BZUJ0840+1312,08 40 47.59,+13 12 23.5,uncertain,0.681,bzcat
5BZQJ0841+7053,08 41 24.35,+70 53 42.28,fsrq,2.218,bzcat
5BZQJ0842+1835,08 42 05.1,+18 35 41.2,fsrq,1.272,bzcat
5BZQJ0842+4525,08 42 15.35,+45 25 44.29,fsrq,1.409,bzcat
5BZQJ0843+3742,08 43 52.85,+37 42 28.29,fsrq,1.741,bzcat
5BZQJ0845-6527,08 45 11.34,-65 27 23.18,fsrq,2.274,bzcat
5BZQJ0845-5555,08 45 49.67,-55 55 26.68,fsrq,0.433,bzcat
5BZUJ0847-2337,08 47 01.57,-23 37 01.81,uncertain,0.059,bzcat
5BZQJ0847-0520,08 47 58.74,-05 20 33.79,fsrq,1.242,bzcat
5BZUJ0849+5108,08 49 57.99,+51 08 29.0,uncertain,0.583,bzcat
5BZQJ0850-1213,08 50 09.64,-12 13 35.39,fsrq,0.566,bzcat
5BZQJ0850+5931,08 50 10.24,+59 31 18.01,fsrq,1.71,bzcat
5BZQJ0852+2833,08 52 05.15,+28 33 59.61,fsrq,1.282,bzcat
5BZQJ0853-0150,08 53 01.32,-01 50 48.01,fsrq,1.498,bzcat
5BZQJ0853+2813,08 53 17.82,+28 13 50.08,fsrq,0.92,bzcat
5BZQJ0854+5327,08 54 17.59,+53 27 35.31,fsrq,2.418,bzcat
5BZBJ0854+2006,08 54 48.88,+20 06 30.81,bllac,0.306,bzcat
5BZBJ0854+6218,08 54 50.56,+62 18 50.18,bllac,0.267,bzcat
5BZBJ0855+4237,08 55 48.59,+42 37 13.0,bllac,0.517,bzcat
5BZQJ0855-0021,08 55 54.47,-00 21 46.18,fsrq,1.363,bzcat
5BZQJ0856+1739,08 56 56.68,+17 39 47.91,fsrq,0.516,bzcat
5BZQJ0856+2111,08 56 57.23,+21 11 43.79,fsrq,2.098,bzcat
5BZQJ0858-1950,08 58 05.35,-19 50 36.88,fsrq,0.659,bzcat
5BZQJ0900+4108,09 00 21.42,+41 08 22.88,fsrq,1.629,bzcat
5BZQJ0900-2808,09 00 40.03,-28 08 20.29,fsrq,2.16,bzcat
5BZQJ0901+0448,09 01 11.86,+04 48 58.89,fsrq,1.863,bzcat
5BZQJ0901-0037,09 01 25.84,-00 37 03.21,fsrq,1.9,bzcat
5BZBJ0901+3752,09 01 39.02,+37 52 46.3,bllac,0.477,bzcat
5BZQJ0901-0702,09 01 44.23,-07 02 16.11,fsrq,1.738,bzcat
5BZQJ0901+6551,09 01 46.67,+65 51 50.0,fsrq,2.072,bzcat
5BZQJ0902-1415,09 02 16.82,-14 15 30.88,fsrq,1.333,bzcat
5BZQJ0902+5402,09 02 19.29,+54 02 57.3,fsrq,1.682,bzcat
5BZQJ0902+4310,09 02 30.91,+43 10 14.19,fsrq,2.41,bzcat
5BZQJ0903-1721,09 03 00.01,-17 21 05.18,fsrq,0.872,bzcat
5BZQJ0903+6757,09 03 53.15,+67 57 22.71,fsrq,1.499,bzcat
5BZQJ0903+5151,09 03 58.56,+51 51 00.68,fsrq,1.537,bzcat
5BZQJ0904-2552,09 04 52.19,-25 52 51.81,fsrq,1.635,bzcat
5BZQJ0905+2849,09 05 41.76,+28 49 28.3,fsrq,1.216,bzcat
5BZQJ0906+6930,09 06 30.75,+69 30 30.38,fsrq,5.47,bzcat
5BZQJ0906-2019,09 06 51.3,-20 19 54.69,fsrq,0.774,bzcat
5BZUJ0908-0959,09 08 02.21,-09 59 37.6,uncertain,0.054,bzcat
5BZBJ0909+2311,09 09 00.61,+23 11 12.91,bllac,0.223,bzcat
5BZQJ0909-7445,09 09 20.94,-74 45 08.1,fsrq,1.238,bzcat
5BZQJ0909+5216,09 09 24.67,+52 16 32.59,fsrq,0.41,bzcat
5BZUJ0909+4253,09 09 33.48,+42 53 46.5,uncertain,0.67,bzcat
5BZQJ0909-0231,09 09 44.92,-02 31 30.28,fsrq,0.957,bzcat
5BZQJ0910+2248,09 10 42.12,+22 48 35.6,fsrq,2.661,bzcat
5BZQJ0912+4126,09 12 11.6,+41 26 09.31,fsrq,2.563,bzcat
5BZBJ0913-2103,09 13 00.17,-21 03 20.91,bllac,0.198,bzcat
5BZQJ0914+0245,09 14 37.91,+02 45 59.18,fsrq,0.427,bzcat
5BZQJ0915+0007,09 15 51.7,+00 07 13.29,fsrq,3.074,bzcat
5BZBJ0915+4738,09 15 52.95,+47 38 20.11,bllac,0.408,bzcat
5BZQJ0916+3854,09 16 48.9,+38 54 28.18,fsrq,1.267,bzcat
5BZQJ0917-2131,09 17 27.01,-21 31 34.5,fsrq,0.847,bzcat
5BZBJ0919+1106,09 19 25.66,+11 06 59.5,bllac,0.425,bzcat
5BZBJ0920+3910,09 20 15.67,+39 10 13.9,bllac,0.607,bzcat
5BZQJ0920-2956,09 20 43.19,-29 56 30.29,fsrq,0.465,bzcat
5BZQJ0921+7136,09 21 23.94,+71 36 12.38,fsrq,0.594,bzcat
5BZQJ0921-2618,09 21 29.34,-26 18 43.41,fsrq,2.3,bzcat
5BZQJ0921+6215,09 21 36.23,+62 15 52.19,fsrq,1.446,bzcat
5BZUJ0921-8209,09 21 42.7,-82 09 36.21,uncertain,1.291,bzcat
5BZQJ0922-0529,09 22 23.67,-05 29 07.18,fsrq,0.974,bzcat
5BZUJ0923-2135,09 23 38.88,-21 35 47.11,uncertain,0.053,bzcat
5BZQJ0923+2815,09 23 51.52,+28 15 25.09,fsrq,0.744,bzcat
5BZBJ0924+5300,09 24 05.81,+53 00 33.8,bllac,0.64,bzcat
5BZQJ0924+0309,09 24 14.7,+03 09 00.79,fsrq,0.128,bzcat
5BZQJ0925+0019,09 25 07.81,+00 19 13.9,fsrq,1.72,bzcat
5BZQJ0925+1658,09 25 49.96,+16 58 12.21,fsrq,1.545,bzcat
5BZQJ0926+4029,09 26 00.42,+40 29 49.7,fsrq,1.879,bzcat
5BZQJ0927-2034,09 27 51.82,-20 34 51.2,fsrq,0.348,bzcat
5BZQJ0928+4446,09 28 24.13,+44 46 04.8,fsrq,1.904,bzcat
5BZQJ0930+0034,09 30 52.25,+00 34 58.9,fsrq,1.771,bzcat
5BZBJ0930+3933,09 30 56.83,+39 33 35.6,bllac,0.638,bzcat
5BZQJ0932-2016,09 32 19.59,-20 16 37.2,fsrq,1.236,bzcat
5BZQJ0932+5306,09 32 41.15,+53 06 33.8,fsrq,0.597,bzcat
5BZQJ0933-0819,09 33 17.1,-08 19 10.88,fsrq,0.903,bzcat
5BZQJ0934+4908,09 34 15.76,+49 08 21.69,fsrq,2.582,bzcat
5BZQJ0935-3332,09 35 09.23,-33 32 37.71,fsrq,2.906,bzcat
5BZQJ0938-0708,09 38 56.09,-07 08 00.59,fsrq,1.281,bzcat
5BZQJ0939+4141,09 39 49.61,+41 41 54.2,fsrq,1.224,bzcat
5BZQJ0941-1335,09 41 02.54,-13 35 51.0,fsrq,0.551,bzcat
5BZQJ0941+2728,09 41 48.11,+27 28 38.78,fsrq,1.305,bzcat
5BZQJ0941-8615,09 41 55.61,-86 15 01.8,fsrq,3.697,bzcat
5BZQJ0942+6403,09 42 03.9,+64 03 11.3,fsrq,0.952,bzcat
5BZBJ0942+2844,09 42 23.29,+28 44 14.38,bllac,0.366,bzcat
5BZQJ0943+1702,09 43 17.22,+17 02 18.88,fsrq,1.598,bzcat
5BZBJ0943-0709,09 43 55.56,-07 09 50.18,bllac,0.433,bzcat
5BZQJ0945+4636,09 45 42.09,+46 36 50.61,fsrq,0.639,bzcat
5BZQJ0946+1017,09 46 35.05,+10 17 06.1,fsrq,1.007,bzcat
5BZQJ0947-7731,09 47 51.49,-77 31 35.29,fsrq,2.528,bzcat
5BZQJ0948-3223,09 48 09.51,-32 23 47.4,fsrq,2.14,bzcat
5BZQJ0949+1752,09 49 39.76,+17 52 49.29,fsrq,0.693,bzcat
5BZBJ0950+4553,09 50 11.81,+45 53 20.11,bllac,0.399,bzcat
5BZQJ0951-2123,09 51 43.55,-21 23 57.98,fsrq,0.547,bzcat
5BZBJ0952+7502,09 52 24.14,+75 02 13.48,bllac,0.179,bzcat
5BZQJ0952+5048,09 52 27.3,+50 48 50.61,fsrq,1.091,bzcat
5BZQJ0952-2453,09 52 31.64,-24 53 50.89,fsrq,2.625,bzcat
5BZQJ0952+3512,09 52 32.03,+35 12 52.41,fsrq,1.876,bzcat
5BZQJ0953+3225,09 53 27.95,+32 25 51.59,fsrq,1.57,bzcat
5BZQJ0953+1720,09 53 59.22,+17 20 56.61,fsrq,0.713,bzcat
5BZUJ0954-0503,09 54 27.35,-05 03 32.29,uncertain,0.66,bzcat
5BZUJ0954+5719,09 54 55.56,+57 19 52.78,uncertain,0.981,bzcat
5BZUJ0955+4838,09 55 04.99,+48 38 18.99,uncertain,0.534,bzcat
5BZBJ0955+3551,09 55 07.87,+35 51 00.79,bllac,0.557,bzcat
5BZQJ0955-1845,09 55 14.68,-18 45 31.89,fsrq,2.914,bzcat
5BZQJ0955+4532,09 55 39.83,+45 32 17.01,fsrq,0.259,bzcat
5BZQJ0956+2515,09 56 49.87,+25 15 16.09,fsrq,0.712,bzcat
5BZQJ0957-1350,09 57 18.17,-13 50 01.21,fsrq,1.323,bzcat
5BZQJ0957-0156,09 57 27.2,-01 56 54.59,fsrq,0.86,bzcat
5BZQJ0958+5039,09 58 37.8,+50 39 57.49,fsrq,1.154,bzcat
5BZQJ0958-4110,09 58 38.29,-41 10 33.2,fsrq,2.934,bzcat
5BZBJ0958+6533,09 58 47.25,+65 33 54.79,bllac,0.367,bzcat
5BZUJ1000+2233,10 00 21.79,+22 33 18.61,uncertain,0.419,bzcat
5BZBJ1001+2911,10 01 10.2,+29 11 37.5,bllac,0.558,bzcat
5BZQJ1001+3424,10 01 11.94,+34 24 50.5,fsrq,0.948,bzcat
5BZQJ1001+1015,10 01 57.73,+10 15 49.71,fsrq,1.533,bzcat
5BZQJ1001-4438,10 01 59.9,-44 38 00.59,fsrq,0.837,bzcat
5BZQJ1002+1216,10 02 52.85,+12 16 14.59,fsrq,0.861,bzcat
5BZQJ1003+6813,10 03 06.77,+68 13 16.78,fsrq,0.77,bzcat
5BZQJ1003+3244,10 03 57.55,+32 44 03.51,fsrq,1.686,bzcat
5BZQJ1004+4626,10 04 12.85,+46 26 22.59,fsrq,2.075,bzcat
5BZQJ1004-0119,10 04 45.53,-01 19 17.0,fsrq,1.345,bzcat
5BZQJ1006-7409,10 06 04.14,-74 09 44.1,fsrq,2.242,bzcat
5BZQJ1006+0509,10 06 37.61,+05 09 54.0,fsrq,1.216,bzcat
5BZQJ1006-2159,10 06 46.4,-21 59 20.4,fsrq,0.33,bzcat
5BZQJ1007-0207,10 07 04.34,-02 07 10.88,fsrq,1.212,bzcat
5BZQJ1007-1247,10 07 15.23,-12 47 45.99,fsrq,2.123,bzcat
5BZQJ1007+5802,10 07 24.88,+58 02 03.51,fsrq,3.35,bzcat
5BZQJ1007-3333,10 07 31.38,-33 33 06.69,fsrq,1.837,bzcat
