id , Source name , Other name , RA (J2000.0) , Dec (J2000.0) , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Comment on redshift , Comment on rmag , Commenton radio flux , Fermi flux1-100 GeV(ph/cm2/s) , aro-aox-arx
2090 , "5BZQJ1319+4851 " , "BZQJ1319+4851 " , "13 19 30.3" , "+48 51 03.2" , "110.74" , "67.6" , 1.17 , 19.2 , 7211 , 20 , 0 , 0.31 , ". " , " " , " " , 0 , 0.517
2091 , "5BZBJ1319+1405 " , "RXSJ13195+1405 " , "13 19 31.73" , "+14 05 33.1" , "331.01" , "75.4" , 0.573 , 17.7 , 7300 , 76 , 0 , 5.49 , ". " , " " , " " , 0 , 0.437
2092 , "5BZBJ1319+2725 " , "SDSSJ131935.27+2" , "13 19 35.27" , "+27 25 02.31" , "37.17" , "83.73" , 0 , 19.8 , 7300 , 14 , 0 , 0 , ". " , " " , " " , 0 , 0.589
2093 , "5BZUJ1320+0140 " , "PKS1317+019 " , "13 20 26.79" , "+01 40 36.8" , "319.42" , "63.61" , 1.235 , 20.1 , 7900 , 671 , 0 , 0.22 , ". " , " " , " " , 0 , 0.796
2094 , "5BZQJ1321+2216 " , "TEX1318+225 " , "13 21 11.21" , "+22 16 12.1" , "358.8" , "81.68" , 0.943 , 18.7 , 7211 , 314 , 445 , 0 , ". " , " " , " " , 1.3e-9 , 0.721
2095 , "5BZQJ1321-2636 " , "PKS 1318-263 " , "13 21 14.04" , "-26 36 10.18" , "311.14" , "35.79" , 2.027 , 21.4 , 7211 , 510 , 0 , 0 , ". " , " " , " " , 0 , 0.948
2096 , "5BZQJ1321+0023 " , "UM 569 " , "13 21 39.56" , "+00 23 57.58" , "319.36" , "62.3" , 1.618 , 17.6 , 7211 , 163 , 0 , 0.23 , ". " , " " , " " , 0 , 0.55
2097 , "5BZQJ1322+2148 " , "BZQJ1322+2148 " , "13 22 11.4" , "+21 48 12.31" , "357.3" , "81.2" , 1.68 , 18.8 , 7211 , 241 , 0 , 0 , ". " , " " , " " , 0 , 0.684
2098 , "5BZQJ1322-8419 " , "CRATESJ132232-84" , "13 22 27.73" , "-84 19 34.1" , "303.75" , "-21.51" , 1.139 , 18.4 , 7211 , 100 , 0 , 0 , ". " , " " , " " , 0 , 0.592
2099 , "5BZGJ1322+1344 " , "1WGAJ1322.5+1344" , "13 22 31.49" , "+13 44 30.29" , "332.93" , "74.77" , 0.377 , 18.7 , 7309 , 8 , 0 , 0.65 , ". " , " " , " " , 0 , 0.323
2100 , "5BZQJ1322-0937 " , "2FGLJ1322.7-0938" , "13 22 36.9" , "-09 37 37.81" , "315.61" , "52.47" , 1.864 , 18.5 , 7211 , 403 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.713
2101 , "5BZBJ1322+3216 " , "B2 1320+32 " , "13 22 47.4" , "+32 16 08.61" , "71.87" , "81.47" , 0 , 18.9 , 7300 , 906 , 0 , 0 , ". " , " " , " " , 0 , 0.702
2102 , "5BZQJ1322+3912 " , "1RXSJ132256.4+39" , "13 22 55.66" , "+39 12 07.99" , "96.38" , "76.26" , 2.985 , 17.6 , 7211 , 104 , 0 , 0.13 , ". " , " " , " " , 0 , 0.508
2103 , "5BZGJ1323+0439 " , "1RXSJ132301.1+04" , "13 23 01.01" , "+04 39 51.58" , "322.84" , "66.3" , 0.224 , 17.9 , 7309 , 37 , 0 , 2.55 , ". " , " " , " " , 0 , 0.394
2104 , "5BZQJ1323-3407 " , "PKS1320-338 " , "13 23 17.14" , "-34 07 12.39" , "310.41" , "28.28" , 1.346 , 19 , 7211 , 466 , 0 , 0 , ". " , " " , " " , 0 , 0.735
2105 , "5BZQJ1323-3038 " , "PKS1320-303 " , "13 23 19.49" , "-30 38 06.61" , "310.99" , "31.73" , 2.057 , 19.2 , 7211 , 166 , 0 , 0 , ". " , " " , " " , 0 , 0.676
2106 , "5BZBJ1323-3653 " , "CRATESJ132346-36" , "13 23 45.88" , "-36 53 37.78" , "310.08" , "25.52" , 0 , 19.1 , 7300 , 127 , 0 , 0.09 , ". " , " " , " " , 0 , 0.668
2107 , "5BZQJ1323+7942 " , "S5 1323+79 " , "13 23 51.56" , "+79 42 51.8" , "121.11" , "37.3" , 1.97 , 20.4 , 7211 , 599 , 0 , 0 , ". " , " " , " " , 0 , 0.888
2108 , "5BZBJ1323+1405 " , "1RXSJ132358.9+14" , "13 23 58.37" , "+14 05 59.49" , "334.76" , "74.92" , 0 , 18.7 , 7300 , 31 , 0 , 1.02 , ". " , " " , " " , 0 , 0.483
2109 , "5BZGJ1324+5739 " , "1RXSJ132400.2+57" , "13 24 00.9" , "+57 39 16.41" , "114.48" , "58.93" , 0.115 , 15.8 , 7309 , 43 , 0 , 1.47 , ". " , " " , " " , 0 , 0.262
2110 , "5BZQJ1324-3623 " , "1WGAJ1324.0-3623" , "13 24 03.56" , "-36 23 35.59" , "310.23" , "26.01" , 0.739 , 17.1 , 7211 , 255 , 0 , 0.58 , ". " , " " , " " , 0 , 0.54
2111 , "5BZBJ1324+4048 " , "S4 1321+41 " , "13 24 12.07" , "+40 48 11.8" , "98.72" , "74.75" , 0.496 , 19.7 , 7300 , 349 , 0 , 0 , ". " , " " , " " , 0 , 0.861
2112 , "5BZQJ1324-1049 " , "PKSB1321-105 " , "13 24 25.79" , "-10 49 23.08" , "315.93" , "51.21" , 0.872 , 21.5 , 7211 , 204 , 0 , 0.67 , ". " , " " , " " , 0 , 0.958
2113 , "5BZQJ1324+4743 " , "GB6J1324+4743 " , "13 24 29.34" , "+47 43 20.6" , "107.69" , "68.41" , 2.26 , 20.8 , 7211 , 208 , 0 , 0 , ". " , " " , " " , 0 , 0.839
2114 , "5BZQJ1325-0804 " , "CGRaBSJ1325-0804" , "13 25 09.61" , "-08 04 48.39" , "317.17" , "53.85" , 2.354 , 17.8 , 7211 , 140 , 0 , 0.3 , ". " , " " , " " , 0 , 0.562
2115 , "5BZQJ1325+1123 " , "GB6B1322+1139 " , "13 25 12.49" , "+11 23 29.61" , "331.31" , "72.37" , 4.418 , 19.4 , 7211 , 82 , 0 , 0 , ". " , " " , " " , 0 , 0.589
2116 , "5BZUJ1325-4301 " , "CENTAURUS-A " , "13 25 27.61" , "-43 01 08.79" , "309.51" , "19.41" , 0.002 , 7.2 , 7900 , 5700 , 17923 , 5.43 , ". " , " " , " " , 3e-9 , 0.186
2117 , "5BZBJ1325+6621 " , "BZBJ1325+6621 " , "13 25 31.79" , "+66 21 03.09" , "117.57" , "50.42" , 0.21 , 18.4 , 7300 , 5 , 0 , 0.24 , ". " , " " , " " , 0 , 0.384
2118 , "5BZBJ1325-3001 " , "1ES1322-297 " , "13 25 32.86" , "-30 01 43.1" , "311.66" , "32.26" , 0 , 20 , 7390 , 3 , 0 , 3.68 , ". " , " " , " " , 0 , 0.344
2119 , "5BZBJ1325-0228 " , "1RXSJ132542.1-02" , "13 25 41.9" , "-02 28 09.91" , "319.86" , "59.26" , 0 , 19.9 , 7300 , 9 , 0 , 1.45 , ". " , " " , " " , 0 , 0.559
2120 , "5BZBJ1325+4115 " , "GB6J1326+4115 " , "13 25 58.95" , "+41 15 00.5" , "98.44" , "74.19" , 0.31 , 18.7 , 7300 , 146 , 0 , 0.17 , ". " , " " , " " , 0 , 0.666
2121 , "5BZBJ1326+2933 " , "RXJ13262+2933 " , "13 26 14.99" , "+29 33 30.99" , "52.56" , "81.96" , 0.431 , 18.2 , 7300 , 16 , 0 , 2.43 , ". " , " " , " " , 0 , 0.371
2122 , "5BZGJ1326+1229 " , "1RXSJ132617.7+12" , "13 26 17.7" , "+12 29 58.81" , "333.8" , "73.24" , 0.204 , 17.4 , 7309 , 57 , 0 , 3.43 , ". " , " " , " " , 0 , 0.392
2123 , "5BZBJ1326-5256 " , "2FGLJ1326.7-5254" , "13 26 49.21" , "-52 56 23.6" , "308.32" , "9.55" , 0 , 15.8 , 7300 , 0 , 678 , 0.26 , ". " , " " , " " , 3.9e-9 , 0.44
2124 , "5BZQJ1326-0500 " , "PKS1324-047 " , "13 26 54.6" , "-05 00 59.0" , "319.18" , "56.72" , 1.882 , 19.6 , 7211 , 118 , 0 , 0 , ". " , " " , " " , 0 , 0.687
2125 , "5BZQJ1327+2210 " , "GB6J1327+2210 " , "13 27 00.85" , "+22 10 50.19" , "3.37" , "80.52" , 1.398 , 18.7 , 7211 , 850 , 653 , 0.32 , " ? " , " " , " " , 1.9e-9 , 0.779
2126 , "5BZQJ1327+5008 " , "1RXSJ132726.1+50" , "13 27 25.12" , "+50 08 49.19" , "108.68" , "65.97" , 1.026 , 19.3 , 7211 , 293 , 0 , 0.18 , ". " , " " , " " , 0 , 0.745
2127 , "5BZQJ1327-1336 " , "CGRaBSJ1327-1336" , "13 27 42.09" , "-13 36 00.61" , "316.25" , "48.32" , 1.33 , 17.9 , 7211 , 61 , 0 , 0 , ". " , " " , " " , 0 , 0.496
2128 , "5BZBJ1327+2527 " , "SDSSJ132758.95+2" , "13 27 58.95" , "+25 27 46.4" , "23.47" , "81.64" , 0 , 19.4 , 7300 , 10 , 0 , 0 , ". " , " " , " " , 0 , 0.491
2129 , "5BZBJ1327+6458 " , "SDSSJ132759.77+6" , "13 27 59.77" , "+64 58 11.38" , "116.7" , "51.71" , 0.447 , 19 , 7300 , 39 , 0 , 0 , ". " , " " , " " , 0 , 0.54
2130 , "5BZBJ1328+1129 " , "1WGAJ1328.0+1128" , "13 28 02.09" , "+11 29 13.59" , "333.48" , "72.15" , 0 , 18.5 , 7300 , 4 , 0 , 0.27 , ". " , " " , " " , 0 , 0.285
2131 , "5BZBJ1328+1145 " , "1WGAJ1328.5+1144" , "13 28 33.55" , "+11 45 20.48" , "334.27" , "72.32" , 0.49 , 19 , 7300 , 3 , 0 , 2.19 , " ? " , " " , " " , 0 , 0.311
2132 , "5BZUJ1329-5608 " , "2FGLJ1329.2-5608" , "13 29 01.14" , "-56 08 02.61" , "308.18" , "6.35" , 0 , 0 , 7900 , 0 , 930 , 0.63 , ". " , " " , " " , 3.7e-9 , -9.9
2133 , "5BZGJ1329-2640 " , "DRCG28-149 " , "13 29 20.8" , "-26 40 21.21" , "313.33" , "35.43" , 0.05 , 14.7 , 7309 , 102 , 0 , 0 , ". " , " " , " " , 0 , 0.254
2134 , "5BZBJ1329+3154 " , "GB6J1329+3154 " , "13 29 52.85" , "+31 54 11.08" , "64.95" , "80.37" , 0 , 20 , 7390 , 829 , 731 , 0 , ". " , " " , " " , 0 , 0.814
2135 , "5BZQJ1330+5414 " , "ROXAJ133005.3+54" , "13 30 05.4" , "+54 14 51.5" , "110.88" , "61.96" , 0.839 , 18.4 , 7211 , 63 , 0 , 0.14 , ". " , " " , " " , 0 , 0.531
2136 , "5BZQJ1330-3122 " , "PKS 1327-311 " , "13 30 19.08" , "-31 22 59.08" , "312.58" , "30.75" , 1.335 , 18.4 , 7211 , 461 , 0 , 0.21 , ". " , " " , " " , 0 , 0.706
2137 , "5BZBJ1330+4441 " , "BZBJ1330+4441 " , "13 30 21.53" , "+44 41 20.29" , "101.51" , "70.78" , 0 , 18.5 , 7300 , 21 , 0 , 0.75 , ". " , " " , " " , 0 , 0.427
2138 , "5BZBJ1330+7001 " , "1RXSJ133027.8+70" , "13 30 25.8" , "+70 01 38.71" , "118.09" , "46.73" , 0 , 17.3 , 7300 , 21 , 0 , 0.78 , ". " , " " , " " , 5e-10 , 0.314
2139 , "5BZBJ1330+2415 " , "1WGAJ1330.4+2415" , "13 30 26.51" , "+24 15 21.49" , "16.98" , "80.75" , 0.463 , 19.2 , 7300 , 49 , 0 , 0.27 , ". " , " " , " " , 0 , 0.598
2140 , "5BZBJ1330+5655 " , "SDSSJ133040.69+5" , "13 30 40.68" , "+56 55 20.2" , "112.4" , "59.39" , 0 , 19.1 , 7300 , 16 , 0 , 0.77 , ". " , " " , " " , 0 , 0.479
2141 , "5BZUJ1330+5202 " , "GB6B1328+5217 " , "13 30 42.6" , "+52 02 15.5" , "109.07" , "64.02" , 0.688 , 19.9 , 7900 , 83 , 0 , 0 , ". " , " " , " " , 0 , 0.661
2142 , "5BZGJ1331+5655 " , "1RXSJ133104.3+56" , "13 31 02.91" , "+56 55 41.8" , "112.31" , "59.37" , 0.27 , 18.4 , 7309 , 3 , 0 , 0.47 , ". " , " " , " " , 0 , 0.218
2143 , "5BZBJ1331-0022 " , "1RXSJ133106.0-00" , "13 31 05.7" , "-00 22 21.1" , "323.65" , "60.89" , 0.243 , 18.3 , 7300 , 9 , 0 , 0.3 , ". " , " " , " " , 0 , 0.434
2144 , "5BZQJ1331-2639 " , "PKS 1328-264 " , "13 31 11.69" , "-26 39 09.61" , "313.83" , "35.37" , 0.883 , 16.8 , 7211 , 179 , 0 , 0.36 , ". " , " " , " " , 0 , 0.504
2145 , "5BZQJ1331-0341 " , "PKS 1328-034 " , "13 31 29.15" , "-03 41 14.1" , "321.87" , "57.7" , 1.352 , 18.7 , 7211 , 199 , 0 , 0 , ". " , " " , " " , 0 , 0.673
2146 , "5BZBJ1331+1712 " , "3EGJ13315+1712 " , "13 31 33.45" , "+17 12 50.61" , "348.07" , "76.42" , 0 , 19.7 , 7300 , 180 , 0 , 0.22 , ". " , " " , " " , 0 , 0.781
2147 , "5BZQJ1332-0509 " , "PKS 1329-049 " , "13 32 04.45" , "-05 09 43.3" , "321.36" , "56.24" , 2.15 , 18.4 , 7211 , 527 , 1396 , 0.29 , ". " , " " , " " , 5e-9 , 0.721
2148 , "5BZQJ1332-1256 " , "CRATESJ133239-12" , "13 32 39.24" , "-12 56 15.28" , "318.24" , "48.7" , 1.498 , 18.7 , 7211 , 127 , 0 , 0.09 , ". " , " " , " " , 3.5e-9 , 0.63
2149 , "5BZQJ1332+4722 " , "GB 1330+47.6 " , "13 32 45.24" , "+47 22 22.69" , "103.84" , "68.19" , 0.668 , 17.4 , 7211 , 233 , 0 , 0.26 , ". " , " " , " " , 3e-10 , 0.592
2150 , "5BZQJ1333+2725 " , "GB6J1333+2725 " , "13 33 07.49" , "+27 25 18.4" , "37.12" , "80.73" , 2.126 , 20.4 , 7211 , 218 , 344 , 0 , ". " , " " , " " , 4e-10 , 0.81
2151 , "5BZQJ1333-3324 " , "1WGAJ1333.1-3323" , "13 33 08.72" , "-33 24 40.28" , "312.84" , "28.65" , 2.24 , 18.7 , 7211 , 183 , 0 , 0.07 , ". " , " " , " " , 0 , 0.648
2152 , "5BZBJ1333-1436 " , "HM 1330-14 " , "13 33 23.95" , "-14 36 21.7" , "317.91" , "47.03" , 0 , 20.4 , 7300 , 819 , 0 , 0 , ". " , " " , " " , 0 , 0.863
2153 , "5BZBJ1333+6235 " , "SDSSJ133325.9+62" , "13 33 25.98" , "+62 35 41.89" , "114.75" , "53.86" , 0 , 19.7 , 7300 , 7 , 0 , 0.14 , ". " , " " , " " , 0 , 0.522
2154 , "5BZQJ1333+1649 " , "PB 3977 " , "13 33 35.77" , "+16 49 04.0" , "348.5" , "75.8" , 2.084 , 16.1 , 7211 , 391 , 0 , 0.64 , ". " , " " , " " , 0 , 0.519
2155 , "5BZUJ1333+5057 " , "GB6J1333+5057 " , "13 33 53.77" , "+50 57 36.0" , "107.09" , "64.84" , 1.362 , 19.6 , 7900 , 54 , 0 , 0.08 , ". " , " " , " " , 1e-9 , 0.543
2156 , "5BZUJ1334-1150 " , "PKS1331-115 " , "13 34 04.19" , "-11 50 14.31" , "319.17" , "49.68" , 1.402 , 18.2 , 7900 , 292 , 0 , 0 , " ? " , " " , " " , 0 , 0.576
2157 , "5BZQJ1334+5631 " , "BZQJ1334+5631 " , "13 34 37.49" , "+56 31 47.89" , "111.15" , "59.6" , 0.343 , 18.3 , 7211 , 180 , 0 , 0.39 , ". " , " " , " " , 0 , 0.584
2158 , "5BZQJ1335+4542 " , "S4 1333+459 " , "13 35 21.96" , "+45 42 38.19" , "100.63" , "69.47" , 2.452 , 18 , 7211 , 251 , 0 , 0.32 , ". " , " " , " " , 0 , 0.627
2159 , "5BZBJ1335-2950 " , "1ES1332-295 " , "13 35 29.75" , "-29 50 38.9" , "314.2" , "32.05" , 0.513 , 19.1 , 7300 , 10 , 0 , 3.35 , " ? " , " " , " " , 0 , 0.409
2160 , "5BZBJ1335-0511 " , "PKSB1333-049 " , "13 35 56.47" , "-05 11 41.71" , "322.99" , "55.93" , 0 , 21.8 , 7390 , 398 , 0 , 0 , ". " , " " , " " , 0 , 0.915
2161 , "5BZBJ1336+2105 " , "SDSSJ133605.59+2" , "13 36 05.58" , "+21 05 26.41" , "4.65" , "78.16" , 0 , 19.7 , 7300 , 5 , 0 , 0 , ". " , " " , " " , 0 , 0.493
2162 , "5BZGJ1336-0829 " , "IRASF13334-0814 " , "13 36 08.26" , "-08 29 51.79" , "321.39" , "52.76" , 0.023 , 8.1 , 7309 , 239 , 505 , 0.16 , ". " , " " , " " , 0 , -0.127
2163 , "5BZBJ1336+2319 " , "1RXSJ133611.7+23" , "13 36 12.16" , "+23 19 58.0" , "14.82" , "79.19" , 0.267 , 18.3 , 7300 , 14 , 0 , 0.7 , ". " , " " , " " , 0 , 0.463
2164 , "5BZQJ1337-1319 " , "1WGAJ1337.2-1319" , "13 37 14.76" , "-13 19 18.08" , "319.73" , "48.04" , 3.475 , 19.1 , 7211 , 114 , 0 , 0.29 , ". " , " " , " " , 1.8e-9 , 0.625
2165 , "5BZQJ1337+6532 " , "GB6J1337+6532 " , "13 37 16.06" , "+65 32 46.28" , "115.43" , "50.91" , 0.946 , 19.3 , 7211 , 211 , 0 , 0 , ". " , " " , " " , 0 , 0.699
2166 , "5BZBJ1337+0035 " , "PKS1334+008 " , "13 37 31.37" , "+00 35 29.0" , "327.46" , "61.24" , 0.299 , 18.3 , 7300 , 134 , 0 , 0.24 , ". " , " " , " " , 0 , 0.665
2167 , "5BZQJ1337-1257 " , "PKS1335-127 " , "13 37 39.77" , "-12 57 24.69" , "320.02" , "48.37" , 0.539 , 17.8 , 7211 , 2676 , 2772 , 1.77 , ". " , " " , " " , 1.8e-9 , 0.808
2168 , "5BZQJ1337+5501 " , "S4 1335+55 " , "13 37 49.63" , "+55 01 02.09" , "109.23" , "60.86" , 1.099 , 17.9 , 7211 , 707 , 0 , 0.19 , ". " , " " , " " , 0 , 0.714
2169 , "5BZBJ1338+1153 " , "GB6B1336+1208 " , "13 38 59.05" , "+11 53 16.69" , "341.43" , "71.11" , 0 , 17.8 , 7300 , 16 , 0 , 0.39 , ". " , " " , " " , 9e-10 , 0.442
2170 , "5BZUJ1339-2401 " , "PKS 1336-237 " , "13 39 01.74" , "-24 01 14.01" , "316.67" , "37.57" , 0.657 , 18.9 , 7900 , 502 , 0 , 0 , " ? " , " " , " " , 6e-10 , 0.703
2171 , "5BZBJ1339+0800 " , "BZBJ1339+0800 " , "13 39 10.79" , "+08 00 24.51" , "335.72" , "67.78" , 0 , 19.2 , 7300 , 13 , 0 , 0 , ". " , " " , " " , 0 , 0.476
2172 , "5BZQJ1339-2620 " , "PKS 1336-260 " , "13 39 19.88" , "-26 20 30.51" , "316.09" , "35.3" , 1.51 , 18.7 , 7211 , 702 , 0 , 0 , " ? " , " " , " " , 0 , 0.765
2173 , "5BZQJ1340-0137 " , "PKS 1337-013 " , "13 40 04.61" , "-01 37 46.48" , "327.02" , "58.94" , 1.62 , 18.8 , 7211 , 175 , 0 , 0 , ". " , " " , " " , 0 , 0.677
2174 , "5BZBJ1340+2743 " , "RXJ13401+2743 " , "13 40 10.85" , "+27 43 46.99" , "38.9" , "79.17" , 0.205 , 21.5 , 7390 , 5 , 0 , 0.72 , " ? " , " " , " " , 0 , 0.511
2175 , "5BZBJ1340+4410 " , "1RXSJ134029.9+44" , "13 40 29.8" , "+44 10 04.0" , "96.04" , "70.31" , 0.546 , 18.7 , 7300 , 57 , 0 , 2.3 , ". " , " " , " " , 4e-10 , 0.495
2176 , "5BZUJ1340+3600 " , "GB6B1338+3615 " , "13 40 36.0" , "+36 00 26.78" , "76.32" , "76.29" , 0.763 , 21.5 , 7900 , 257 , 0 , 0 , " ? " , " " , " " , 0 , 0.825
2177 , "5BZBJ1340-0148 " , "2QZJ134037.5-014" , "13 40 37.59" , "-01 48 47.7" , "327.14" , "58.72" , 0.513 , 19.9 , 7300 , 10 , 0 , 0 , ". " , " " , " " , 0 , 0.554
2178 , "5BZGJ1341+3959 " , "RXJ13410+3959 " , "13 41 05.1" , "+39 59 45.38" , "87.43" , "73.52" , 0.172 , 17.5 , 7309 , 41 , 0 , 5.15 , ". " , " " , " " , 0 , 0.377
2179 , "5BZQJ1341+2816 " , "GB6J1341+2816 " , "13 41 15.28" , "+28 16 05.08" , "41.7" , "78.91" , 1.275 , 19.9 , 7211 , 119 , 0 , 0.23 , ". " , " " , " " , 0 , 0.728
2180 , "5BZBJ1341+5514 " , "1WGAJ1341.5+5514" , "13 41 36.23" , "+55 14 38.0" , "108.39" , "60.44" , 0.207 , 17.8 , 7300 , 37 , 0 , 0.73 , ". " , " " , " " , 0 , 0.52
2181 , "5BZGJ1341+3716 " , "GB6B1339+3732 " , "13 41 38.66" , "+37 16 44.9" , "79.84" , "75.33" , 0.175 , 16.7 , 7309 , 116 , 0 , 0 , ". " , " " , " " , 0 , 0.386
2182 , "5BZBJ1341+1905 " , "SDSSJ134145.08+1" , "13 41 45.09" , "+19 05 36.7" , "0.75" , "75.92" , 0 , 19.7 , 7300 , 11 , 0 , 0 , ". " , " " , " " , 0 , 0.561
2183 , "5BZQJ1342-2051 " , "PKS 1339-206 " , "13 42 04.73" , "-20 51 29.48" , "318.54" , "40.47" , 1.582 , 18.3 , 7211 , 399 , 558 , 0.47 , ". " , " " , " " , 5e-10 , 0.665
2184 , "5BZQJ1342-3240 " , "CGRaBSJ1342-3240" , "13 42 06.19" , "-32 40 47.49" , "315.11" , "28.98" , 0.791 , 19.7 , 7211 , 288 , 0 , 0 , ". " , " " , " " , 0 , 0.765
2185 , "5BZQJ1342+2709 " , "RRS IV 4 " , "13 42 08.38" , "+27 09 30.6" , "35.97" , "78.72" , 1.185 , 17.7 , 7211 , 263 , 0 , 0.34 , ". " , " " , " " , 0 , 0.619
2186 , "5BZQJ1342-2900 " , "PKS 1339-287 " , "13 42 15.34" , "-29 00 41.79" , "316.12" , "32.55" , 1.442 , 19.2 , 7211 , 306 , 0 , 0 , ". " , " " , " " , 0 , 0.737
2187 , "5BZQJ1343+2844 " , "B2 1340+29 " , "13 43 00.18" , "+28 44 07.51" , "43.95" , "78.5" , 0.905 , 17 , 7211 , 252 , 0 , 0.68 , ". " , " " , " " , 0 , 0.536
2188 , "5BZQJ1343+6602 " , "S41342+663 " , "13 43 45.95" , "+66 02 25.69" , "114.66" , "50.24" , 0.766 , 19.7 , 7211 , 214 , 0 , 0.11 , ". " , " " , " " , 0 , 0.767
2189 , "5BZQJ1343+5754 " , "GB6B1342+5809 " , "13 43 57.61" , "+57 54 42.51" , "109.82" , "57.86" , 0.933 , 19 , 7211 , 116 , 0 , 0.14 , ". " , " " , " " , 2e-10 , 0.652
2190 , "5BZQJ1344+6606 " , "S4 1342+663 " , "13 44 08.68" , "+66 06 11.59" , "114.64" , "50.16" , 1.351 , 20.1 , 7211 , 639 , 0 , 0 , ". " , " " , " " , 0 , 0.87
2191 , "5BZQJ1344-1723 " , "2FGLJ1344.2-1723" , "13 44 14.4" , "-17 23 40.41" , "320.46" , "43.67" , 2.49 , 19.6 , 7211 , 340 , 0 , 0 , ". " , " " , " " , 5e-9 , 0.754
2192 , "5BZUJ1345+4125 " , "B31343+416A " , "13 45 23.81" , "+41 25 41.8" , "88.63" , "71.91" , 0.916 , 18.6 , 7900 , 57 , 0 , 0.21 , ". " , " " , " " , 0 , 0.459
2193 , "5BZQJ1345+4452 " , "S4 1343+45 " , "13 45 33.17" , "+44 52 59.59" , "95.09" , "69.2" , 2.534 , 20.3 , 7211 , 294 , 0 , 0.2 , ". " , " " , " " , 2.1e-9 , 0.821
2194 , "5BZUJ1345+5332 " , "1RXSJ134545.1+53" , "13 45 45.35" , "+53 32 52.29" , "105.79" , "61.73" , 0.135 , 17 , 7900 , 420 , 290 , 1.86 , ". " , " " , " " , 0 , 0.503
2195 , "5BZQJ1345+0706 " , "BZQJ1345+0706 " , "13 45 49.31" , "+07 06 31.1" , "338.21" , "66.17" , 1.093 , 19.7 , 7211 , 138 , 0 , 0.29 , ". " , " " , " " , 6e-10 , 0.745
2196 , "5BZGJ1346+2440 " , "GB6J1346+2441 " , "13 46 33.99" , "+24 40 58.51" , "24.84" , "77.37" , 0.167 , 17.3 , 7309 , 37 , 0 , 0 , ". " , " " , " " , 0 , 0.337
2197 , "5BZQJ1346-2839 " , "CGRaBSJ1346-2839" , "13 46 42.55" , "-28 39 20.59" , "317.34" , "32.66" , 1.452 , 19.1 , 7211 , 67 , 0 , 0 , ". " , " " , " " , 0 , 0.606
2198 , "5BZQJ1347+1835 " , "1RXSJ134724.1+18" , "13 47 23.48" , "+18 35 37.6" , "2.3" , "74.55" , 2.177 , 19.1 , 7211 , 365 , 0 , 0.22 , ". " , " " , " " , 0 , 0.749
2199 , "5BZUJ1347+3012 " , "FBQS1347+30 " , "13 47 37.45" , "+30 12 52.3" , "50.29" , "77.3" , 0.118 , 16.4 , 7900 , 24 , 0 , 0.28 , ". " , " " , " " , 0 , 0.247
2200 , "5BZQJ1347-3750 " , "1RXSJ134741.5-37" , "13 47 40.43" , "-37 50 36.59" , "315.02" , "23.7" , 1.3 , 19.1 , 7211 , 208 , 0 , 0.48 , ". " , " " , " " , 9e-10 , 0.686
2201 , "5BZGJ1348+0756 " , "1RXSJ134853.8+07" , "13 48 53.4" , "+07 56 47.68" , "340.93" , "66.48" , 0.25 , 17.1 , 7309 , 53 , 0 , 1.33 , ". " , " " , " " , 0 , 0.362
2202 , "5BZQJ1349-1110 " , "CGRaBSJ1349-1110" , "13 49 03.18" , "-11 10 00.8" , "324.87" , "49.23" , 0.141 , 15.9 , 7211 , 153 , 0 , 0 , ". " , " " , " " , 0 , 0.439
2203 , "5BZBJ1349-1413 " , "BZBJ1349-1413 " , "13 49 16.04" , "-14 13 17.29" , "323.44" , "46.33" , 0.253 , 18.9 , 7300 , 298 , 0 , 0 , ". " , " " , " " , 0 , 0.684
2204 , "5BZQJ1349-1132 " , "PKS 1346-112 " , "13 49 31.44" , "-11 32 53.8" , "324.84" , "48.83" , 0.34 , 16.4 , 7211 , 522 , 0 , 0.49 , ". " , " " , " " , 0 , 0.58
2205 , "5BZQJ1349+5341 " , "4C 53.28 " , "13 49 34.66" , "+53 41 17.01" , "104.87" , "61.35" , 0.979 , 17.4 , 7211 , 1096 , 226 , 0.35 , ". " , " " , " " , 0 , 0.689
2206 , "5BZGJ1350+0940 " , "RXSJ13503+0940 " , "13 50 22.14" , "+09 40 10.7" , "344.24" , "67.68" , 0.133 , 15.7 , 7309 , 293 , 0 , 3.74 , ". " , " " , " " , 0 , 0.439
2207 , "5BZGJ1350-1634 " , "1RXSJ135035.8-16" , "13 50 36.13" , "-16 34 49.51" , "322.81" , "43.99" , 0.088 , 14.3 , 7309 , 109 , 0 , 1.2 , ". " , " " , " " , 0 , 0.261
2208 , "5BZQJ1350+3034 " , "WK331 " , "13 50 52.74" , "+30 34 53.61" , "51.3" , "76.54" , 0.712 , 17.9 , 7211 , 322 , 261 , 0.91 , ". " , " " , " " , 6e-10 , 0.638
2209 , "5BZQJ1351+0031 " , "PKS 1348+007 " , "13 51 04.45" , "+00 31 19.3" , "333.67" , "59.78" , 2.084 , 22.4 , 7211 , 316 , 0 , 0 , ". " , " " , " " , 8e-10 , 1.012
